Record_ID,Timestamp,Plant_Location,Production_Line,Machine_ID,Machine_Name,Machine_Type,Manufacturer,Model,Year_Installed,Operating_Hours,Motor_Temp_C,Ambient_Temp_C,Vibration_mm_s,RPM,Power_Draw_kW,Conveyor_Speed_m_min,Pressure_PSI,Hydraulic_Fluid_Temp_C,Noise_Level_dB,Product_Type,Batch_ID,Units_Produced,Defect_Count,Defect_Rate_Pct,Downtime_Minutes,Last_Maintenance_Date,Maintenance_Type,Days_Since_Maintenance,Firmware_Version,Sensor_Status,Error_Code,Error_Description,Operator_ID,Shift,Throughput_Units_Hr,OEE_Pct,Severity_Level,Severity_Description,Corrective_Action
REC-00110,2024-04-26 00:32:57,Brampton-West,BUN-Line-B,BRA-OVN-6100-02,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,8924,47.2,24.5,2.64,3591,69.5,6.4,109.2,67.2,78.9,Whole Wheat Bread,B-20240426-4522,11241,162,1.45,0,2024-02-01,Predictive,85,v3.4.0,Offline — Sensor #1,E1005,Belt tension marginal,OP-1023,Afternoon (2PM-10PM),1405,89.2,1,Normal Operation,Inspect belt at next downtime
REC-00228,2024-04-29 12:48:13,Toronto-Main,BRD-Line-B,TOR-SLC-2100-01,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,47683,50.6,19.8,3.01,1520,19.0,22.7,22.8,38.5,65.4,Cinnamon Rolls,B-20240429-9513,21624,95,0.44,15,2024-02-13,Lubrication,76,v5.2.0,All Normal,E1003,Lubrication reminder triggered,OP-1042,Night (10PM-6AM),2790,90.7,1,Normal Operation,Schedule lubrication
REC-00048,2024-04-30 22:55:42,Milton-South,PKG-Line-F,MIL-DEC-3300-04,Robotic Decorator,Decorating,ABB,IRB 360,2021,20973,40.2,29.8,4.29,1096,24.0,13.2,30.2,69.2,79.9,Cinnamon Rolls,B-20240430-6456,6009,41,0.69,0,2024-03-02,Corrective,59,v3.4.0,Offline — Sensor #1,E1005,Belt tension marginal,OP-1050,Afternoon (2PM-10PM),751,83.4,1,Normal Operation,Inspect belt at next downtime
REC-00087,2024-05-01 19:59:46,Mississauga-East,ICE-Line-C,MIS-DIV-4200-01,Rotary Moulder,Dividing/Portioning,Baker Perkins,TruClean,2017,30645,78.2,26.9,7.68,3309,52.1,15.7,66.3,72.4,90.8,Flatbread,B-20240501-2404,20770,743,3.58,114,2024-01-03,Emergency,119,v4.1.1,All Normal,E2006,PLC communication intermittent,OP-1006,Afternoon (2PM-10PM),3405,63.8,2,Degraded Performance,Check wiring harness and PLC module
REC-00500,2024-05-04 04:48:43,Vaughan-North,DON-Line-A,VAU-SHT-5200-03,Croissant Laminator,Sheeting/Laminating,Fritsch,CTL-800,2019,40544,52.1,24.7,3.41,2146,35.2,15.7,91.0,63.5,69.6,Donuts,B-20240504-1699,23138,111,0.48,0,2023-10-31,Lubrication,186,v5.2.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1030,Afternoon (2PM-10PM),2892,93.9,1,Normal Operation,Monitor during next shift
REC-00130,2024-05-05 12:52:11,Vaughan-North,FRY-Line-C,VAU-CLR-8100-03,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,43582,41.3,28.7,3.59,460,14.0,14.1,75.8,49.3,74.5,White Bread,B-20240505-1618,17990,154,0.86,0,2024-04-05,Overhaul,30,v5.1.3,All Normal,E1004,Filter change indicator active,OP-1021,Night (10PM-6AM),2249,89.8,1,Normal Operation,Replace filter at next maintenance window
REC-00260,2024-05-05 22:15:23,Vaughan-North,PKG-Line-G,VAU-QC-5700-03,Checkweigher,Quality Control,Ishida,DACS-G,2020,40941,54.7,30.1,4.3,3383,10.9,11.0,27.2,33.2,84.0,Flatbread,B-20240505-2516,13569,66,0.49,10,2023-06-03,Emergency,337,v4.0.2,Offline — Sensor #1,E0000,No fault detected,OP-1050,Afternoon (2PM-10PM),1732,84.1,1,Normal Operation,None required
REC-00294,2024-05-06 11:05:56,Vaughan-North,DON-Line-A,VAU-PRF-7200-05,Retarder Proofer,Proofing,Revent,RPM-7020,2017,27435,75.0,24.8,6.79,2126,24.9,18.3,103.0,65.6,96.2,Muffins,B-20240506-4596,7151,188,2.63,62,2023-06-10,Inspection,331,v4.1.1,Offline — Sensor #1,E2006,PLC communication intermittent,OP-1014,Afternoon (2PM-10PM),1026,69.2,2,Degraded Performance,Check wiring harness and PLC module
REC-00076,2024-05-07 04:20:46,Mississauga-East,PKG-Line-H,MIS-ING-8900-03,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,7118,52.2,27.5,1.1,3036,15.7,4.5,86.3,66.4,74.1,Danish Pastry,B-20240507-7806,15468,75,0.49,5,2023-07-23,Preventive,289,v6.0.1,All Normal,E1003,Lubrication reminder triggered,OP-1047,Morning (6AM-2PM),1954,89.1,1,Normal Operation,Schedule lubrication
REC-00103,2024-05-10 21:01:11,Brampton-West,FRZ-Line-C,BRA-MIX-3200-03,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,15464,57.4,19.6,1.68,2146,48.7,4.0,135.5,30.5,72.2,English Muffins,B-20240510-3162,13175,10,0.08,0,2023-08-18,Calibration,266,v5.1.3,Degraded — Sensor #5,E1003,Lubrication reminder triggered,OP-1049,Afternoon (2PM-10PM),1647,89.9,1,Normal Operation,Schedule lubrication
REC-00149,2024-05-12 05:45:33,Milton-South,CKE-Line-B,MIL-PKG-0400-02,Labeling System,Packaging,Videojet,9550,2020,29043,64.8,27.4,5.32,2423,13.9,25.8,141.2,74.7,91.5,Artisan Sourdough,B-20240512-2198,10024,443,4.42,39,2023-06-16,Corrective,331,v5.0.0,All Normal,E2003,Conveyor belt misalignment detected,OP-1013,Night (10PM-6AM),1364,58.1,2,Degraded Performance,Realign belt and inspect rollers
REC-00057,2024-05-12 23:55:10,Mississauga-East,ICE-Line-C,MIS-SHT-5100-05,Dough Sheeter,Sheeting/Laminating,Rademaker,Sigma Laminator,2021,37656,76.6,23.2,6.34,3161,20.4,24.1,64.8,63.0,95.7,English Muffins,B-20240512-3185,1952,61,3.15,96,2023-08-26,Lubrication,260,v5.1.3,Degraded — Sensor #2,E2009,Freezer compressor cycling abnormally,OP-1050,Night (10PM-6AM),305,65.4,2,Degraded Performance,Check refrigerant charge and compressor
REC-00486,2024-05-14 09:04:04,Mississauga-East,PKG-Line-H,MIS-CLR-8200-02,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,35962,38.3,29.3,0.65,1090,11.5,12.4,116.0,49.9,80.4,Danish Pastry,B-20240514-4096,7395,42,0.58,0,2024-04-25,Lubrication,19,v3.2.1,All Normal,E1001,Minor vibration threshold exceeded,OP-1010,Afternoon (2PM-10PM),924,94.2,1,Normal Operation,Monitor during next shift
REC-00122,2024-05-15 04:37:05,Vaughan-North,PKG-Line-G,VAU-PKG-0200-03,Case Packer,Packaging,Brenton,M2000,2019,36058,120.4,20.1,18.59,2420,43.8,23.2,142.2,107.0,94.1,Hot Dog Buns,B-20240515-5687,18051,1759,9.75,549,2023-09-23,Lubrication,235,v5.2.0,Multiple Sensors Offline,E3001,Main drive motor failure,OP-1025,Night (10PM-6AM),18051,6.2,3,Critical Failure,Replace motor — line down until repair
REC-00261,2024-05-18 13:10:52,Toronto-Main,BRD-Line-B,TOR-PRF-7200-04,Retarder Proofer,Proofing,Revent,RPM-7020,2017,53084,38.6,26.4,2.46,1570,24.2,25.3,86.6,52.0,82.7,Pound Cake,B-20240518-5398,18950,123,0.65,0,2023-10-24,Calibration,207,v3.4.0,All Normal,E1002,Slight temperature drift detected,OP-1024,Night (10PM-6AM),2369,96.5,1,Normal Operation,Recalibrate sensor at next PM
REC-00184,2024-05-19 04:19:50,Toronto-Main,PKG-Line-D,TOR-QC-5500-03,Vision Inspection System,Quality Control,Cognex,In-Sight 9000,2021,24826,58.1,24.2,1.18,3451,12.6,21.2,40.3,62.8,66.7,Whole Wheat Bread,B-20240519-4982,20849,108,0.52,0,2024-02-11,Predictive,98,v5.0.0,All Normal,E0000,No fault detected,OP-1022,Night (10PM-6AM),2606,92.0,1,Normal Operation,None required
REC-00473,2024-05-20 15:39:30,Mississauga-East,PKG-Line-H,MIS-DEP-1200-02,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,48916,39.0,31.6,2.04,1426,23.4,14.4,25.3,54.7,78.4,Tortillas,B-20240520-1431,16703,212,1.27,0,2023-11-27,Overhaul,175,v4.1.1,Offline — Sensor #1,E1006,Sensor reading intermittent,OP-1015,Afternoon (2PM-10PM),2088,91.8,1,Normal Operation,Clean sensor housing
REC-00225,2024-05-20 22:38:28,Toronto-Main,PKG-Line-D,TOR-PKG-0100-02,Flow Wrapper,Packaging,Bosch,Pack 401,2020,48091,60.7,29.1,6.73,1617,34.6,21.7,20.2,58.2,89.6,English Muffins,B-20240520-9698,1571,65,4.2,105,2023-09-27,Emergency,236,v5.2.0,Degraded — Sensor #5,E2010,CIP cycle incomplete — residue detected,OP-1045,Night (10PM-6AM),251,65.9,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00301,2024-05-21 12:33:14,Milton-South,PKG-Line-F,MIL-PKG-0400-03,Labeling System,Packaging,Videojet,9550,2020,27630,72.5,30.8,5.08,851,12.9,4.7,110.8,32.0,102.1,Donuts,B-20240521-5485,21081,771,3.66,70,2023-07-12,Emergency,314,v3.4.0,Degraded — Sensor #2,E2003,Conveyor belt misalignment detected,OP-1032,Afternoon (2PM-10PM),3085,67.4,2,Degraded Performance,Realign belt and inspect rollers
REC-00299,2024-05-24 20:17:43,Brampton-West,BUN-Line-A,BRA-CLR-8100-01,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,56163,40.6,22.1,0.78,2247,13.4,3.6,87.4,37.7,82.2,Naan,B-20240524-7407,5645,81,1.44,0,2023-06-06,Corrective,353,v4.0.2,All Normal,E0000,No fault detected,OP-1031,Night (10PM-6AM),706,85.3,1,Normal Operation,None required
REC-00259,2024-05-25 08:50:10,Brampton-West,FRZ-Line-C,BRA-CLR-8100-02,Spiral Cooler,Cooling,IJ White,Ultra Spiral,2018,51147,86.7,26.0,7.51,1805,25.9,8.9,84.8,34.2,88.2,Bagels,B-20240525-2998,13416,474,3.54,15,2023-09-07,Lubrication,261,v3.4.0,Degraded — Sensor #5,E2010,CIP cycle incomplete — residue detected,OP-1010,Morning (6AM-2PM),1731,69.2,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00135,2024-05-27 13:47:58,Toronto-Main,BRD-Line-A,TOR-OVN-6300-02,Spiral Oven,Baking,Spooner,QuadraTherm,2020,23539,68.0,23.6,8.4,1969,79.4,12.8,130.6,66.0,96.2,Donuts,B-20240527-2852,4842,135,2.8,58,2023-11-25,Preventive,184,v4.0.2,All Normal,E2010,CIP cycle incomplete — residue detected,OP-1027,Night (10PM-6AM),688,59.9,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00370,2024-05-27 18:19:25,Vaughan-North,FRY-Line-C,VAU-SLC-2100-03,Ultrasonic Slicer,Slicing,Bettendorf Stanford,UltraCut,2019,51393,49.8,27.0,0.69,597,24.1,28.3,33.4,40.1,81.5,Croissants,B-20240527-2722,11079,49,0.45,0,2023-12-01,Calibration,178,v4.1.1,Degraded — Sensor #5,E1005,Belt tension marginal,OP-1006,Morning (6AM-2PM),1385,89.9,1,Normal Operation,Inspect belt at next downtime
REC-00389,2024-05-29 10:49:26,Brampton-West,BUN-Line-A,BRA-OVN-6300-01,Spiral Oven,Baking,Spooner,QuadraTherm,2020,25564,45.2,20.7,3.23,949,83.4,15.3,65.8,57.8,76.2,Croissants,B-20240529-2100,14881,214,1.44,15,2023-11-02,Calibration,209,v5.2.0,Degraded — Sensor #2,E1001,Minor vibration threshold exceeded,OP-1037,Morning (6AM-2PM),1920,90.5,1,Normal Operation,Monitor during next shift
REC-00470,2024-06-02 03:12:24,Mississauga-East,TRT-Line-A,MIS-OVN-6200-02,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,25638,59.5,29.9,3.37,2448,91.4,3.0,71.8,66.2,79.9,Naan,B-20240602-1420,7579,4,0.06,15,2023-08-09,Predictive,298,v3.2.1,All Normal,E1006,Sensor reading intermittent,OP-1007,Afternoon (2PM-10PM),978,94.6,1,Normal Operation,Clean sensor housing
REC-00343,2024-06-03 22:12:06,Vaughan-North,PKG-Line-G,VAU-MIX-3200-01,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,56169,64.0,29.1,8.62,138,66.0,5.0,115.7,45.2,97.7,Muffins,B-20240603-3281,16242,396,2.44,95,2024-05-27,Inspection,7,v4.0.2,Degraded — Sensor #5,E2001,Motor overheating — thermal cutoff warning,OP-1022,Afternoon (2PM-10PM),2531,71.2,2,Degraded Performance,Reduce load and inspect cooling system
REC-00448,2024-06-04 03:38:37,Mississauga-East,TRT-Line-B,MIS-WTR-7700-03,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,39311,56.6,26.6,2.27,1968,51.8,9.0,72.9,42.2,77.6,English Muffins,B-20240604-9311,16336,156,0.96,10,2024-05-30,Emergency,5,v5.0.0,All Normal,E1001,Minor vibration threshold exceeded,OP-1035,Morning (6AM-2PM),2085,94.9,1,Normal Operation,Monitor during next shift
REC-00035,2024-06-05 03:10:53,Vaughan-North,DON-Line-B,VAU-PKG-0100-01,Flow Wrapper,Packaging,Bosch,Pack 401,2020,5014,70.8,29.1,6.58,796,25.9,19.1,69.7,60.7,92.4,Croissants,B-20240605-4804,15610,366,2.35,67,2023-12-21,Emergency,167,v6.0.1,Degraded — Sensor #5,E2005,Gearbox noise anomaly,OP-1043,Morning (6AM-2PM),2268,70.3,2,Degraded Performance,Inspect gearbox — replace bearings if worn
REC-00472,2024-06-06 08:40:09,Toronto-Main,PKG-Line-D,TOR-PKG-0200-05,Case Packer,Packaging,Brenton,M2000,2019,34584,41.1,30.5,3.92,3191,25.5,6.7,22.1,38.5,71.2,Danish Pastry,B-20240606-5853,18847,137,0.73,0,2023-07-14,Predictive,328,v5.2.0,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1013,Morning (6AM-2PM),2356,94.9,1,Normal Operation,Clean sensor housing
REC-00413,2024-06-08 06:14:59,Mississauga-East,PKG-Line-H,MIS-WTR-7700-01,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,12285,53.9,23.3,3.25,1741,31.1,22.7,55.1,33.8,66.5,Naan,B-20240608-1330,983,0,0.05,0,2024-01-15,Predictive,145,v3.4.0,All Normal,E1003,Lubrication reminder triggered,OP-1013,Night (10PM-6AM),123,95.0,1,Normal Operation,Schedule lubrication
REC-00169,2024-06-09 00:27:56,Toronto-Main,BRD-Line-A,TOR-CIP-6600-05,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,5527,82.9,31.0,4.5,1696,35.6,8.9,56.9,58.2,83.3,Donuts,B-20240609-1468,1651,39,2.42,34,2024-05-26,Lubrication,14,v5.1.3,Offline — Sensor #1,E2009,Freezer compressor cycling abnormally,OP-1030,Night (10PM-6AM),222,57.3,2,Degraded Performance,Check refrigerant charge and compressor
REC-00291,2024-06-11 21:00:46,Vaughan-North,DON-Line-A,VAU-WTR-7700-02,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,62290,49.0,23.3,1.35,1739,32.4,29.7,67.2,33.3,65.6,Hot Dog Buns,B-20240611-3333,10021,72,0.72,0,2024-06-09,Inspection,2,v4.1.1,All Normal,E1003,Lubrication reminder triggered,OP-1003,Morning (6AM-2PM),1253,94.9,1,Normal Operation,Schedule lubrication
REC-00469,2024-06-12 09:46:15,Milton-South,MIX-Line-C,MIL-DEP-1200-05,Piston Depositor,Depositing,Hinds-Bock,4P-16,2018,23550,64.5,24.9,0.83,2521,17.3,9.4,149.6,67.2,74.8,Flatbread,B-20240612-9502,22374,33,0.15,0,2023-11-10,Calibration,215,v3.2.1,Degraded — Sensor #2,E1004,Filter change indicator active,OP-1038,Night (10PM-6AM),2797,85.9,1,Normal Operation,Replace filter at next maintenance window
REC-00491,2024-06-17 18:46:20,Mississauga-East,PKG-Line-H,MIS-PKG-0100-05,Flow Wrapper,Packaging,Bosch,Pack 401,2020,29008,51.6,31.2,1.13,197,31.3,12.8,106.7,42.3,79.9,Croissants,B-20240617-7584,19343,112,0.58,5,2024-05-21,Overhaul,27,v4.0.2,All Normal,E1005,Belt tension marginal,OP-1021,Afternoon (2PM-10PM),2443,88.9,1,Normal Operation,Inspect belt at next downtime
REC-00314,2024-06-18 15:06:04,Brampton-West,BUN-Line-A,BRA-SLC-2200-01,Band Slicer,Slicing,Grote,S/A Slicer,2017,26754,35.9,21.7,1.44,129,24.2,24.1,25.4,39.5,80.8,Flatbread,B-20240618-9520,9210,67,0.73,0,2024-04-15,Inspection,64,v6.0.1,All Normal,E1005,Belt tension marginal,OP-1039,Afternoon (2PM-10PM),1151,82.2,1,Normal Operation,Inspect belt at next downtime
REC-00223,2024-06-21 14:27:13,Vaughan-North,PKG-Line-G,VAU-DEC-3400-02,Icing Applicator,Decorating,FLM,SprayMaster 200,2020,51829,53.1,26.1,3.66,2364,14.6,4.4,131.4,52.0,84.9,Pound Cake,B-20240621-8581,9647,92,0.96,10,2023-12-28,Preventive,176,v5.2.0,Offline — Sensor #1,E1004,Filter change indicator active,OP-1016,Afternoon (2PM-10PM),1232,96.5,1,Normal Operation,Replace filter at next maintenance window
REC-00185,2024-06-21 20:44:39,Milton-South,PKG-Line-F,MIL-CIP-6600-01,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,23749,66.1,31.9,7.14,2947,45.0,2.5,95.8,59.9,81.1,Donuts,B-20240621-1984,9806,236,2.41,76,2024-03-05,Overhaul,108,v5.0.0,All Normal,E2004,Excessive product defects detected,OP-1030,Night (10PM-6AM),1456,71.8,2,Degraded Performance,Halt line — recalibrate depositor heads
REC-00001,2024-06-21 22:43:23,Toronto-Main,PAS-Line-C,TOR-DEP-1100-02,Servo Depositor,Depositing,Unifiller,Multi-Station,2020,11144,52.7,18.4,0.63,914,16.9,21.6,74.5,50.2,70.6,White Bread,B-20240621-3615,23376,32,0.14,0,2024-04-29,Calibration,53,v5.1.3,All Normal,E1001,Minor vibration threshold exceeded,OP-1010,Morning (6AM-2PM),2922,90.1,1,Normal Operation,Monitor during next shift
REC-00417,2024-06-25 13:43:23,Toronto-Main,PKG-Line-D,TOR-WTR-7700-02,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,43036,47.0,30.3,1.69,1210,40.5,19.2,68.3,59.3,67.8,Danish Pastry,B-20240625-4349,20619,134,0.65,0,2023-09-30,Lubrication,269,v5.0.0,All Normal,E1006,Sensor reading intermittent,OP-1030,Morning (6AM-2PM),2577,93.5,1,Normal Operation,Clean sensor housing
REC-00005,2024-06-26 22:47:54,Mississauga-East,ICE-Line-C,MIS-PKG-0300-01,Palletizer Robot,Packaging,FANUC,M-410iC,2021,21234,63.6,25.1,4.0,535,61.1,10.4,103.1,57.4,68.1,Donuts,B-20240626-9837,17878,71,0.4,5,2023-11-16,Preventive,223,v5.1.3,All Normal,E0000,No fault detected,OP-1002,Morning (6AM-2PM),2258,94.2,1,Normal Operation,None required
REC-00038,2024-06-27 21:50:16,Vaughan-North,DON-Line-A,VAU-PRF-7100-02,Continuous Proofer,Proofing,Auto-Bake,SerpSystem,2019,58370,89.0,21.7,8.83,606,22.4,20.8,107.4,56.3,100.6,Brioche,B-20240627-2775,22613,628,2.78,116,2023-07-16,Overhaul,347,v6.0.1,All Normal,E2007,Servo motor position error,OP-1040,Night (10PM-6AM),3727,65.7,2,Degraded Performance,Recalibrate servo — check encoder
REC-00200,2024-06-28 22:40:43,Toronto-Main,PAS-Line-C,TOR-DIV-4100-05,Volumetric Dough Divider,Dividing/Portioning,AMF Bakery,Flex Divider,2019,59139,38.1,22.4,3.56,959,26.8,7.4,56.0,44.4,73.8,Hot Dog Buns,B-20240628-5467,5392,60,1.12,0,2024-05-14,Predictive,45,v5.0.0,Degraded — Sensor #2,E0000,No fault detected,OP-1001,Night (10PM-6AM),674,91.2,1,Normal Operation,None required
REC-00078,2024-07-03 06:57:54,Brampton-West,PKG-Line-E,BRA-ING-8900-02,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,49700,89.4,29.5,6.78,1113,16.8,6.3,44.5,69.4,99.1,Whole Wheat Bread,B-20240703-7868,20649,830,4.02,69,2024-03-10,Preventive,115,v4.1.1,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1005,Morning (6AM-2PM),3014,69.4,2,Degraded Performance,Reduce load and inspect cooling system
REC-00323,2024-07-05 09:56:19,Toronto-Main,BRD-Line-A,TOR-OVN-6200-04,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,44035,86.0,19.3,17.74,2528,78.8,15.6,103.8,87.3,94.3,Hot Dog Buns,B-20240705-6328,2580,265,10.3,400,2023-07-28,Predictive,343,v5.2.0,Offline — Sensor #1,E3004,Hydraulic line rupture,OP-1026,Night (10PM-6AM),1935,38.2,3,Critical Failure,Lockout/tagout — repair hydraulic line immediately
REC-00269,2024-07-06 11:34:33,Mississauga-East,TRT-Line-B,MIS-WTR-7700-03,Reverse Osmosis Unit,Water Treatment,Pentair,RO-4800,2017,24303,68.0,19.5,4.91,306,57.8,14.3,79.4,67.9,82.8,Hot Dog Buns,B-20240706-2669,18931,742,3.92,80,2024-01-06,Preventive,182,v3.4.0,Degraded — Sensor #2,E2009,Freezer compressor cycling abnormally,OP-1041,Morning (6AM-2PM),2840,71.3,2,Degraded Performance,Check refrigerant charge and compressor
REC-00018,2024-07-07 12:34:35,Vaughan-North,DON-Line-B,VAU-QC-5700-05,Checkweigher,Quality Control,Ishida,DACS-G,2020,38629,53.4,20.2,3.38,2044,9.7,23.0,129.2,42.5,80.6,Pound Cake,B-20240707-4919,9498,72,0.76,5,2023-09-06,Inspection,305,v3.4.0,All Normal,E1007,Minor speed fluctuation logged,OP-1016,Afternoon (2PM-10PM),1200,89.1,1,Normal Operation,Log and monitor
REC-00311,2024-07-12 08:51:28,Vaughan-North,DON-Line-B,VAU-CLR-8200-04,Ambient Cooling Conveyor,Cooling,Ashworth,Omni-Grid,2020,64724,75.3,23.4,6.93,1836,15.8,8.8,24.5,66.6,95.8,White Bread,B-20240712-3422,9063,354,3.91,104,2024-03-03,Inspection,131,v4.0.2,Degraded — Sensor #5,E2006,PLC communication intermittent,OP-1016,Night (10PM-6AM),1446,56.6,2,Degraded Performance,Check wiring harness and PLC module
REC-00274,2024-07-12 19:00:35,Vaughan-North,FRY-Line-C,VAU-MIX-3100-04,Industrial Dough Mixer,Mixing,VMI,Phebus K1600,2018,24215,77.0,21.3,9.37,1325,55.1,24.0,112.9,60.3,97.9,Danish Pastry,B-20240712-5057,3948,146,3.7,83,2024-03-13,Lubrication,121,v4.1.1,Degraded — Sensor #5,E2010,CIP cycle incomplete — residue detected,OP-1030,Morning (6AM-2PM),597,77.8,2,Degraded Performance,Re-run CIP cycle and inspect spray nozzles
REC-00404,2024-07-15 08:27:25,Toronto-Main,PKG-Line-D,TOR-MIX-3200-02,High-Speed Batter Blender,Mixing,Shaffer,BM-2400,2020,6785,62.1,22.1,1.92,1479,55.7,27.2,96.9,57.7,84.9,Whole Wheat Bread,B-20240715-2208,24707,148,0.6,5,2024-05-08,Lubrication,68,v6.0.1,All Normal,E1006,Sensor reading intermittent,OP-1041,Afternoon (2PM-10PM),3121,85.9,1,Normal Operation,Clean sensor housing
REC-00390,2024-07-16 14:04:32,Mississauga-East,ICE-Line-C,MIS-OVN-6100-01,Tunnel Oven,Baking,GEA,ThermoGlide 3000,2016,34683,35.7,23.0,3.79,746,115.3,4.1,94.8,68.4,83.6,Danish Pastry,B-20240716-6115,13581,58,0.43,0,2024-03-19,Preventive,119,v3.4.0,All Normal,E1005,Belt tension marginal,OP-1017,Night (10PM-6AM),1698,88.2,1,Normal Operation,Inspect belt at next downtime
REC-00112,2024-07-19 01:41:49,Toronto-Main,PAS-Line-C,TOR-OVN-6200-01,Rack Oven,Baking,Werner & Pfleiderer,Matador MD,2018,63753,59.7,23.0,2.08,866,64.9,14.5,39.3,57.6,77.3,Bagels,B-20240719-9173,14000,5,0.04,15,2023-11-25,Inspection,237,v3.2.1,Degraded — Sensor #2,E1006,Sensor reading intermittent,OP-1018,Afternoon (2PM-10PM),1806,88.8,1,Normal Operation,Clean sensor housing
REC-00276,2024-07-19 23:49:45,Mississauga-East,TRT-Line-A,MIS-FRZ-9100-04,Spiral Freezer,Freezing,JBT FoodTech,GYRoCOMPACT,2019,33021,71.1,23.2,9.71,1286,70.8,6.3,68.3,74.6,87.6,Pound Cake,B-20240719-1458,5181,187,3.61,67,2024-07-02,Predictive,17,v5.2.0,All Normal,E2009,Freezer compressor cycling abnormally,OP-1020,Afternoon (2PM-10PM),753,58.0,2,Degraded Performance,Check refrigerant charge and compressor
REC-00132,2024-07-22 19:42:21,Brampton-West,BUN-Line-A,BRA-ING-8800-02,Ingredient Dosing System,Ingredient Handling,Brabender,FlexWall Plus,2020,10071,71.3,31.9,7.84,2811,17.6,25.4,26.3,35.2,91.1,Hot Dog Buns,B-20240722-9966,8781,368,4.2,94,2024-01-16,Inspection,188,v4.0.2,Degraded — Sensor #2,E2001,Motor overheating — thermal cutoff warning,OP-1045,Night (10PM-6AM),1365,56.3,2,Degraded Performance,Reduce load and inspect cooling system
REC-00183,2024-07-24 08:21:53,Milton-South,CKE-Line-A,MIL-CIP-6600-05,CIP System,Sanitation,Alfa Laval,CIP Unit A3,2018,50844,37.6,24.7,2.51,911,34.7,20.3,45.5,57.7,79.7,Cinnamon Rolls,B-20240724-4970,2847,33,1.16,0,2024-06-28,Emergency,26,v5.2.0,All Normal,E1004,Filter change indicator active,OP-1044,Night (10PM-6AM),356,94.2,1,Normal Operation,Replace filter at next maintenance window
REC-00172,2024-07-31 05:42:47,Milton-South,CKE-Line-A,MIL-QC-5700-05,Checkweigher,Quality Control,Ishida,DACS-G,2020,31672,65.6,31.6,4.12,1255,9.9,22.0,114.5,40.5,83.8,Pound Cake,B-20240731-4558,11703,195,1.67,83,2024-03-13,Calibration,140,v5.0.0,Offline — Sensor #1,E2008,Oven zone temperature inconsistency,OP-1024,Afternoon (2PM-10PM),1769,55.6,2,Degraded Performance,Inspect heating elements and thermocouples
REC-00113,2024-08-01 04:31:46,Vaughan-North,DON-Line-B,VAU-ING-8900-02,Flour Sifter,Ingredient Handling,Kason,Vibroscreen,2016,43337,83.5,25.9,6.15,1417,16.1,7.0,61.5,39.9,102.4,Tortillas,B-20240801-1959,15956,544,3.41,77,2023-10-27,Lubrication,279,v4.1.1,Degraded — Sensor #2,E2007,Servo motor position error,OP-1007,Morning (6AM-2PM),2376,64.3,2,Degraded Performance,Recalibrate servo — check encoder
REC-00061,2024-08-01 21:38:44,Mississauga-East,ICE-Line-C,MIS-DEC-3300-03,Robotic Decorator,Decorating,ABB,IRB 360,2021,44569,35.8,28.8,1.24,2983,24.2,29.9,57.1,71.2,74.8,Hot Dog Buns,B-20240801-3223,2926,22,0.78,5,2024-03-11,Inspection,143,v4.0.2,All Normal,E1001,Minor vibration threshold exceeded,OP-1006,Night (10PM-6AM),370,83.9,1,Normal Operation,Monitor during next shift
